Year,Movie,Song,Singer,Composer
1978,Mera Rakshak,Tere Hothon Ke Pyaale,"Lata Mangeshkar, K. J. Yesudas",Ravindra Jain
1978,Mera Rakshak,Kya Hua Tujhe Kya Hua,Asha Bhosle,Ravindra Jain
1978,Muqaddar Ka Sikandar,Salaam-E-Ishq Meri Jaan Zara Qubool Kar Lo,"Kishore Kumar,Lata Mangeshkar",Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,O Saathi Re (Male),Kishore Kumar,Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,O Saathi Re (Female),Asha Bhosle,Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,Muqaddar Ka Sikandar,Kishore Kumar,Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,Muqaddar Ka Sikandar (Sad),Mohammad Rafi,Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,"Pyar Zindagi Hai, Pyar Bandagi Hai","Lata Mangeshkar,Mahendra Kapoor, Asha Bhosle",Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,Wafa Jo Na Ki To,Hemlata,Kalyanji-Anandji
1978,Muqaddar Ka Sikandar,Dil To Hai Dil,Lata Mangeshkar,Kalyanji-Anandji
1978,Nalayak,Dekho Shor Na Machana,Kishore Kumar,Kalyanji Anandji
1978,Nalayak,Ye Zindagi Ek,Kishore Kumar,Kalyanji Anandji
1978,Nalayak,O Mere Dildar,Lata Mangeshkar,Kalyanji Anandji
1978,Nalayak,Duniya Ne Mujhko,Mohammed Rafi,Kalyanji Anandji
1978,Naya Daur,"Paisewalon, Bade Insanon",Kishore Kumar,R. D. Burman
1978,Naya Daur,Chalo Kahin Aur Chalte Hain,"Kishore Kumar,Asha Bhosle",R. D. Burman
1978,Naya Daur,Pani Ke Badle Mein Peekar Sharab,"Kishore Kumar,Danny Denzongpa",R. D. Burman
1978,Naya Daur,"Mujhe Doston Tum Gale Se Laga Lo, Mera Aur Koi Sahara Nahin","Asha Bhosle,Mohammed Rafi, Danny Denzongpa",R. D. Burman
1978,Parmatma,Parmatma Hain Pyare,"Mohammed Rafi, Chorus",
1978,Parmatma,Pyar Ka Tum Badla,Asha Bhosle,
1978,Parmatma,Aankh Ladti Hai,"Asha Bhosle, Chorus",
1978,Parmatma,Too Sab Ki Mata,"Asha Bhosle, Ganga Prasad, Chorus",
1978,Parmatma,Surangani,"Asha Bhosle,Bhupinder, Chorus",
1978,Parmatma,Saath Kisike Koi,Mukesh,
1978,Parmatma,Apni Nazar Men,Asha Bhosle,
1978,Pati Patni Aur Woh,Na Aaj Tha Na Kal Tha,Kishore Kumar,Ravindra Jain
1978,Pati Patni Aur Woh,Ladki Cycle Wali,"Mahendra Kapoor,Asha Bhosle",Ravindra Jain
1978,Pati Patni Aur Woh,Tere Naam Tere Naam,Mahendra Kapoor,Ravindra Jain
1978,Pati Patni Aur Woh,Thande Thande Paani Se Nahana,"Mahendra Kapoor, Asha Bhosle,Poornima",Ravindra Jain
1978,Naukri,Duniya Mein Jeene Ka Mujhe Shaukh Tha,"Kishore Kumar, Manna Dey",R. D. Burman
1978,Naukri,Main Ne Tumko Piya Keh Diya,Lata Mangeshkar,R. D. Burman
1978,Naukri,Teri Duhai Harjaayee,Asha Bhosle,R. D. Burman
1978,Naukri,Upar Jaake Yaad Aayi Neeche Ki Baatein,Mukesh,R. D. Burman
1978,Phool Khile Hain Gulshan Gulshan,Duniya Mein Sab Se Haseen,Kishore Kumar,Laxmikant-Pyarelal
1978,Phool Khile Hain Gulshan Gulshan,Mannubhai Motor Chali,Kishore Kumar,Laxmikant-Pyarelal
1978,Phool Khile Hain Gulshan Gulshan,Kaisa Parda Hai,Kishore Kumar,Laxmikant-Pyarelal
1978,Phool Khile Hain Gulshan Gulshan,Pyar Pardon Mein,Bhupinder Singh,Laxmikant-Pyarelal
1978,Phool Khile Hain Gulshan Gulshan,Sab Khil Gaye Gaalon Pe,Lata Mangeshkar,Laxmikant-Pyarelal
1978,Phool Khile Hain Gulshan Gulshan,"Jo Insan Jitna Hi Pasina Bahaye, Woh Utna Mati Se Sona Ugaye","Asha Bhosle,Mohammed Rafi,Manna Dey",Laxmikant-Pyarelal
1978,Rahu Ketu,Yeh Surahi Kare,Asha Bhosle,Kalyanji-Anandji
1978,Rahu Ketu,Mujhe Chhuna Na,Asha Bhosle,Kalyanji-Anandji
1978,Rahu Ketu,Thehri Tujhpe Meri Nazar,Asha Bhosle,Kalyanji-Anandji
1978,Rahu Ketu,Main Hoon Tera Prem Aur Tum Ho Mere Pran,"Mohammed Rafi,Manna Dey",Kalyanji-Anandji
1978,Phaansi,"Bachchiyan, Jawan Te Budhiyan",Mohammed Rafi,Laxmikant-Pyarelal
1978,Phaansi,Jab Aati Hogi Yaad Meri,"Mohammed Rafi,Sulakshana Pandit",Laxmikant-Pyarelal
1978,Phaansi,Mil Jaate Hai Milnewale,Sulakshana Pandit,Laxmikant-Pyarelal
1978,Phaansi,Humari Bekaraar Si Nazar,Lata Mangeshkar,Laxmikant-Pyarelal
1978,Phandebaaz,Abhi Gyarah Nahi Baje,Kishore Kumar,R. D. Burman
1978,Phandebaaz,Tera Dimag Aur Mera Shabab,Asha Bhosle,R. D. Burman
1978,Phandebaaz,Duniya Me Paise Bina Kaise Ham Jiyenge,"Lata Mangeshkar,Mohammed Rafi",R. D. Burman
1978,Phandebaaz,Bade Bade Logo Ke Yaar Bade Bade Hai Raaz,"Amit Kumar,Mohammed Rafi",R. D. Burman
1978,Phandebaaz,Mohabbat Me Aji Kya Aap Apna Imtihaan Lenge,"Lata Mangeshkar,Mohammed Rafi",R. D. Burman
1978,Ram Kasam,"Kajre Ki Kasam, Gajre Ki Kasam","Lata Mangeshkar,Mohammed Rafi",Sonik Omi
1978,Ram Kasam,Main Chhokariya Ke Jaalwa Mein Kaise,"Asha Bhosle,Mahendra Kapoor",Sonik Omi
1978,Ram Kasam,Aaj Teri Mehfil Mein Kuch Ho Jayega,"Asha Bhosle,Manna Dey",Sonik Omi
1978,Ram Kasam,Do Milte To,"Asha Bhosle,Omi",Sonik Omi
1978,Ram Kasam,Meri Majboor Jawani,Asha Bhosle,Sonik Omi
1978,Satyam Shivam Sundaram,Satyam Shivam Sundaram,Lata Mangeshkar & Chorus,Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Bhor Bhaye Panghat Pe,Lata Mangeshkar,Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Woh Aurat Hai Too Mehbooba,"Lata Mangeshkar,Nitin Mukesh",Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Chanchal Sheetal Nirmal Komal,Mukesh& Chorus,Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Saiyan Nikas Gaye,"Lata Mangeshkar,Bhupinder Singh",Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Suni Jo Unke Aane Ki Aahat,Lata Mangeshkar,Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Yashomati Maiya Se Bole Nandlala,"Lata Mangeshkar,Manna Dey",Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Shree Radha Mohan Shyam Shobhan,"Lata Mangeshkar, Manna Dey & chorus",Laxmikant–Pyarelal
1978,Satyam Shivam Sundaram,Shri Radhamohan,Manna Dey,Laxmikant–Pyarelal
1978,Premi Gangaram,Laddu Batati,Asha Bhosle,Sonik Omi
1978,Premi Gangaram,Billiyan Billiyan Ankhen,Asha Bhosle,Sonik Omi
1978,Premi Gangaram,Khunda Khol,"Tun Tun, Omi",Sonik Omi
1978,Premi Gangaram,Banwari Sunle Araji Hamari,Mohammed Rafi,Sonik Omi
1978,Premi Gangaram,Gangaram Se Na Ankhiyan Milana,"Mohammed Rafi, Rani Gaurala",Sonik Omi
1978,Premi Gangaram,Buddha Peechhe Pad Gaya,"Mohammed Rafi, Sumitra Lahiri",Sonik Omi
1978,Premi Gangaram,Mera Tujhe Bhi Salaam,"Mohammed Rafi, Rani Gaurala",Sonik Omi
1978,Premi Gangaram,Ek Mahi Dil Ko Hi Das Gaya,"Asha Bhosle, Rani Gaurala",Sonik Omi
1978,Shalimar,Hum Bewafaa Hargiz Na The (I),Kishore Kumar,R. D. Burman
1978,Shalimar,Hum Bewafaa Hargiz Na The (II),Kishore Kumar,R. D. Burman
1978,Shalimar,Aaina Wohi Rehta Hai,Lata Mangeshkar,R. D. Burman
1978,Shalimar,Mera Pyaar Shalimar,Asha Bhosle,R. D. Burman
1978,Shalimar,Naag Devta,Mohammed Rafi,R. D. Burman
1978,Shalimar,One Two Cha Cha,Usha Uthup,R. D. Burman
1978,Trishna,Jeevan Ki Sargam,Kishore Kumar,Kalyanji Anandji
1978,Trishna,Din Ba Din Woh Mere Dil Se,Lata Mangeshkar,Kalyanji Anandji
1978,Trishna,Husnwale Kisi Ki Yaar Nahin Hote Hai,Aziz Naza,Kalyanji Anandji
1978,Swarg Narak,Leena O Leena Dil Toone Cheena,Kishore Kumar,Rajesh Roshan
1978,Swarg Narak,Nahin Nahin Koi Tumsa Haseen,"Kishore Kumar,Asha Bhosle",Rajesh Roshan
1978,Swarg Narak,I Love you,Lata Mangeshkar,Rajesh Roshan
1978,Swarg Narak,Aag Hai Lagi Hui Yahan Wahan,Mohammad Rafi,Rajesh Roshan
1978,Sone Ka Dil Lohe Ke Haath,"Sone Ka Dil, Lohe Ke Haath",K. J. Yesudas,Usha Khanna
1978,Sone Ka Dil Lohe Ke Haath,Yeh To Kal Ki Hai Baat,Hemlata,Usha Khanna
1978,Sone Ka Dil Lohe Ke Haath,Aaya Re Aaya Khilonewala,Mohammed Rafi,Usha Khanna
1978,Sone Ka Dil Lohe Ke Haath,"Mohabbat Ho Gayi Hai, Qayamat Ho Gayi Hai","Mohammed Rafi,Asha Bhosle",Usha Khanna
1978,Trishul,Ja Ri Behna Ja,"Kishore Kumar,Yesudas&Pamela Chopra",Mohammed Zahur Khayyam
1978,Trishul,Jo Ho Yaar Apna,"Kishore Kumar,Lata Mangeshkar",Mohammed Zahur Khayyam
1978,Trishul,Mohabbat Bade Kaam Ki Cheez Hai,"Kishore Kumar,Lata Mangeshkar&Yesudas",Mohammed Zahur Khayyam
1978,Trishul,Janeman Tum Kamal Karte Ho,"Kishore Kumar, Lata Mangeshkar",Mohammed Zahur Khayyam
1978,Trishul,Gapoochi Gapoochi Gam Gam,"Lata Mangeshkar,Nitin Mukesh",Mohammed Zahur Khayyam
1978,Trishul,Aap Ki Maheki Hui Zulf Ko,"Lata Mangeshkar, Yesudas",Mohammed Zahur Khayyam
1978,Trishul,Tu Mere Saath Rahega,Lata Mangeshkar,Mohammed Zahur Khayyam
1978,Tumhari Kasam,Main Husn Ka Hoon Diwana,Kishore Kumar,Rajesh Roshan
1978,Tumhari Kasam,Mera Naam Raja,Preeti Sagar,Rajesh Roshan
1978,Tumhari Kasam,Aye Ladki Pyar Karegi,"Kishore Kumar,Lata Mangeshkar",Rajesh Roshan
1978,Tumhari Kasam,Hum Dono Milke,"Mukesh,Asha Bhosle",Rajesh Roshan
1978,Tumhari Kasam,Aye Mast Hawa,Lata Mangeshkar,Rajesh Roshan
1978,Tumhari Kasam,Aye Ladki-2,"Kishore Kumar, Lata Mangeshkar",Rajesh Roshan
1978,Tumhare Liye,Tumhen Dekhti Hoon To,Lata Mangeshkar,Jaidev
1978,Tumhare Liye,Mere Hathon Mein Lage To Rang,Asha Bhosle,Jaidev
1978,Tumhare Liye,Bol Radha Shyam Diwani,Lata Mangeshkar,Jaidev
1978,Tumhare Liye,More Taras Taras Gaye Naina,Usha Mangeshkar,Jaidev
1978,Tumhare Liye,Bansuriya Man Har Legayi,Asha Bhosle,Jaidev
1978,Vishwanath,"Jab Jab Jo Jo Hona Hai (Male), Lyrics byVitthalbhai Patel",Kishore Kumar,Rajesh Roshan
1978,Vishwanath,Duniya Ne Mujhe,"Kishore Kumar,Lata Mangeshkar",Rajesh Roshan
1978,Vishwanath,"Hawa Se Halki,Lyrics by M.G Hashamt",Lata Mangeshkar,Rajesh Roshan
1978,Vishwanath,Bibadha-Aaj Karegi Man Mani,Asha Bhosle,Rajesh Roshan
1978,Vishwanath,"Jab Jab Jo Jo Hona Hai (Female),Lyrics by Vitthalbhai Patel",Lata Mangeshkar,Rajesh Roshan
1978,Vishwanath,"Hai Jindri,Lyrics byRajkavi Inderjeet Singh Tulsi",Manna Dey,Rajesh Roshan
1978,Heeralal Pannalal,O Padosan Ki Ladki,Kishore Kumar,R. D. Burman
1978,Heeralal Pannalal,"Main Dhal Gayi Rang Mein Tere, Tu Razi Hai Ab To","Kishore Kumar,Asha Bhosle",R. D. Burman
1978,Heeralal Pannalal,Seedhe Raste Chaloge Toh,"Kishore Kumar,Mohammed Rafi",R. D. Burman
1978,Heeralal Pannalal,Aaja Mere Pyar Aaja (Solo),Hemant Kumar,R. D. Burman
1978,Heeralal Pannalal,"Aaja Mere Pyar Aaja, Dekh Aise Na Sata (Duet)","Rahul Dev Burman, Asha Bhosle",R. D. Burman
1979,Aaj Ki Dhara,Khilta Hai Jo Raat Ko Milta Hai,Asha Bhosle,"Sapan Jagmohan, Lyrics"
1979,Aaj Ki Dhara,Main Zindagi Ki Talash Me,Asha Bhosle,"Sapan Jagmohan, Lyrics"
1979,Aaj Ki Dhara,Yeh Hum Jaante Hai,Asha Bhosle,"Sapan Jagmohan, Lyrics"
1979,Aaj Ki Dhara,Yeh Mehfil Yun Hi Sajegi,Kishore Kumar,"Sapan Jagmohan, Lyrics"
1979,Aatish,"Sharaab Hai, Shabaab Hai",Mohammed Rafi,Ravindra Jain
1979,Aatish,"O Babu Managera Ve, O Babu Managera Ve","Mohammed Rafi,Lata Mangeshkar",Ravindra Jain
1979,Aatish,"Oh Meri Ladli, Pyari Behna, Rani Behna","Mohammed Rafi,Hemlata",Ravindra Jain
1979,Aatish,Kahin Naam Na Apna Likh Dena Kisi Ulte Seedhe Kaagaz Par,"Mohammed Rafi,Asha Bhosle,Hemlata",Ravindra Jain
1979,Aatish,"Ho Rabba, Ladke Ke Bhes Mein Ladki Hoon",Asha Bhosle,Ravindra Jain
1979,Aatish,"Main Nehla Thi Bas Nehla, Nehle Ko Mil Gaya Dehla",Asha Bhosle,Ravindra Jain
1979,Ahinsa,"Main Hoon Kaun, Yeh Tujhko Nahin Hai Pata","Mohammed Rafi,Manna Dey",Kalyanji-Anandji
1979,Ahinsa,Mujhe Dena Re Badhai Gaonwalon,"Mohammed Rafi,Asha Bhosle",Kalyanji-Anandji
1979,Ahinsa,Maine Tan Man De Dala,Asha Bhosle,Kalyanji-Anandji
1979,Ahinsa,Thoda Thoda Sach,Asha Bhosle,Kalyanji-Anandji
1979,Amar Deep,Koi Na Tere Pehle Thi,Kishore Kumar,Laxmikant–Pyarelal
1979,Amar Deep,"Tum Nahin Maanoge, Tum Nahin Jaanoge","Kishore Kumar,Anuradha Paudwal",Laxmikant–Pyarelal
1979,Amar Deep,Halki Si Kasak Masak Hoti Hai Dil Mein,"Kishore Kumar,Lata Mangeshkar",Laxmikant–Pyarelal
1979,Amar Deep,Duniya Mein Sada,Mohammed Rafi,Laxmikant–Pyarelal
1979,Amar Deep,Duniya Hai Bewafa,Asha Bhosle,Laxmikant–Pyarelal
1979,Aakhri Kasam,Tera Rang Bada Hai,Mohammed Rafi,Ravindra Jain
1979,Aakhri Kasam,Humse Chhupao Na Ji,"Suman Kalyanpur,Hemlata",Ravindra Jain
1979,Aakhri Kasam,Jai Bhawani,Hemlata,Ravindra Jain
1979,Aakhri Kasam,Le Daal De,Sulakshana Pandit,Ravindra Jain
1979,Bhayaanak,Dhuan Sa Utha Dekho,Suresh Wadkar,Usha Khanna
1979,Bhayaanak,Saiyan Mein Aaye Sab Chor,"Suresh Wadkar,Hemlata",Usha Khanna
1979,Bhayaanak,Bheega Bheega Mausam Aaya,Hemlata,Usha Khanna
1979,Bhayaanak,Ada Hi Ada Kharidenge,Anuradha Paudwal,Usha Khanna
1979,Baton Baton Mein,Kahan Tak Yeh Man Ko,Kishore Kumar,Rajesh Roshan
1979,Baton Baton Mein,"Suniye, kahiye...Kehte Sunte Baton Baton Mein Pyar Ho Jayega","Kishore Kumar,Asha Bhosle",Rajesh Roshan
1979,Baton Baton Mein,"Na Bole Tum, Na Maine Kuch Kaha","Asha Bhosle,Amit Kumar",Rajesh Roshan
1979,Baton Baton Mein,"Uthe Sabke Kadam, Dekho Rum Pum Pum","Lata Mangeshkar, Amit Kumar",Rajesh Roshan
1979,Bin Phere Hum Tere,Bin Phere Hum Tere,Kishore Kumar,Usha Khanna
1979,Bin Phere Hum Tere,"Dost Banke Aaye Ho, Dost Banke Hi Rehna","Mohammed Rafi,Usha Khanna",Usha Khanna
1979,Bin Phere Hum Tere,Mujhko Inhi Logon Ne,Asha Bhosle,Usha Khanna
1979,Bin Phere Hum Tere,Main Kya Maangun,Asha Bhosle,Usha Khanna
1979,Aur Kaun?,Ha Pehli Bar Ek Ladki Mera,Kishore Kumar,Bappi Lahiri
1979,Aur Kaun?,Aur Kaun Aayega,Lata Mangeshkar,Bappi Lahiri
1979,Aur Kaun?,Dilwali Kidhar Se Aayi Hai,Vijeyata Pandit,Bappi Lahiri
1979,Aur Kaun?,Raat Ayi Re,"Sulakshana Pandit, Bappi Lahiri",Bappi Lahiri
1979,Dada,Dil Ke Tukde Tukde Karke Muskurake Chal Diye   lyrics by Kulwant Jani,K. J. Yesudas,Usha Khanna
1979,Dada,Humne Maana Humpe Sajan lyrics by Mahendra Dehlvi,Suman Kalyanpur,Usha Khanna
1979,Dada,Hum Sabko Nek Raah lyrics by Asad Bhopali,Suman Kalyanpur,Usha Khanna
1979,Dada,Parde Mein Koi Baitha Hai Parda Karke lyrics by Asad Bhopali,"Mohammed Rafi,Shailendra Singh",Usha Khanna
1979,Dada,Gaddi Jandi lyrics by Ravindra Jain,"Mohammed Rafi,Shailendra Singh,Hemlata,Dilraj Kaur",Usha Khanna
1979,Chambal Ki Raani,Aisi Najariya Maare Sanwariya,Lata Mangeshkar,
1979,Chambal Ki Raani,Ho Maare Bichhua Jaisa Dank,Lata Mangeshkar,
1979,Chambal Ki Raani,Yeh Bekasi Ke Andhere Zara To Dhalne De,Lata Mangeshkar,
1979,Chambal Ki Raani,Meri Barbaadi Par Mera Dil Hi Badnaam Hai,"Lata Mangeshkar,Mohammed Rafi",
1979,Dooriyaan,Zindagi Mere Ghar Aana,"Bhupinder Singh,Anuradha Paudwal",Jaidev
1979,Dooriyaan,Zindagi Me Jab Tumhare Gham Nahin The,"Bhupinder Singh, Anuradha Paudwal",Jaidev
1979,Dooriyaan,Evening News,Manna Dey,Jaidev
1979,Dooriyaan,Khota Paisa Nahi Chalega,"K. N. Sharma, Ranu Mukherjee, Preeti Sagar",Jaidev
1979,Dooriyaan,Total length,Total length,Jaidev
1979,Duniya Meri Jeb Mein,"Dekh Mausam Keh Raha Hai, Baahon Mein Aake Meri","Lata Mangeshkar,Amit Kumar",Rajesh Roshan
1979,Duniya Meri Jeb Mein,Tere Jaisa Bhai Sabko Mile (Happy),"Kishore Kumar,Mohammed Rafi",Rajesh Roshan
1979,Duniya Meri Jeb Mein,Tere Jaisa Bhai Sabko Mile (Sad),"Kishore Kumar, Mohammed Rafi",Rajesh Roshan
1979,Duniya Meri Jeb Mein,Saari Ki Saari Yeh Duniya Meri Jeb Mein,"Kishore Kumar,Asha Bhosle",Rajesh Roshan
1979,Duniya Meri Jeb Mein,"Kuch Sochoon, Haan Socho, Kuch Boloon, Haan Bolo","Kishore Kumar, Asha Bhosle",Rajesh Roshan
1979,Duniya Meri Jeb Mein,Yeh Bhi Dil Maangta,Asha Bhosle,Rajesh Roshan
1979,Gol Maal,Aanewala Pal Jane Wala Hai,Kishore Kumar,R. D. Burman
1979,Gol Maal,Ek Din Sapne Mein Dekha Sapna,Kishore KumarAmit Kumar,R. D. Burman
1979,Gol Maal,Gol Maal Hai Bhai Sab Gol Maal Hai,"Sapan Chakraborty,R.D.Burman",R. D. Burman
1979,Gol Maal,Ek Baat Kahu Gar Maano Tum,Lata Mangeshkar,R. D. Burman
1979,Gautam Govinda,"Ek Ritu Aaye, Ek Ritu Jaye -based onRaag Bhairav",Kishore Kumar,Laxmikant–Pyarelal
1979,Gautam Govinda,"Sar Jhuka, Nazar Utha, Be-Adab Salaam Kar","Lata Mangeshkar,Manna Dey",Laxmikant–Pyarelal
1979,Gautam Govinda,O Tera Betwa Jawan Hoi Gava,"Mohammed Rafi,Asha Bhosle",Laxmikant–Pyarelal
1979,Gautam Govinda,"Darogaji, Chori Ho Gayi",Asha Bhosle,Laxmikant–Pyarelal
1979,The Great Gambler,Pehle Pehle Pyar Ki Mulaqaten Yaad Hai,"Kishore Kumar,Asha Bhosle",R. D. Burman
1979,The Great Gambler,Tum Kitne Din Baad Mile,Asha Bhosle,R. D. Burman
1979,The Great Gambler,"Raqqasa Mera Naam, Ae Sahib Sabko Salaam","Asha Bhosle,Mohammed Rafi",R. D. Burman
1979,The Great Gambler,"O Deewanon, Dil Sambhalo",Asha Bhosle,R. D. Burman
1979,The Great Gambler,Do Lafzon Ki Hai Dil Ki Kahani,"Asha Bhosle,Amitabh Bachchan",R. D. Burman
1979,Heera-Moti,"Jai Krishna Hare, Jai Shyam Hare","Mohammed Rafi,Manna Dey",O. P. Nayyar
1979,Heera-Moti,Zindagi Lekar Hatheli Par Deewane Aa Gaye,"Mohammed Rafi,Manna Dey, Dilraj Kaur",O. P. Nayyar
1979,Heera-Moti,Honth Hain Tere Do Lal Heere,"Mohammed Rafi, Dilraj Kaur",O. P. Nayyar
1979,Heera-Moti,Main Tujh Ko Maut De Doon,Dilraj Kaur,O. P. Nayyar
1979,Heera-Moti,Sau Saal Jiyo Tum Jaan Meri,Dilraj Kaur,O. P. Nayyar
1979,Heera-Moti,Tum Khud Ko Dekhte Ho Sada,Dilraj Kaur,O. P. Nayyar
1979,Hamare Tumhare,Hum Aur Tum The Saathi,Kishore Kumar,R. D. Burman
1979,Hamare Tumhare,Hum Aur Tum The Saathi (Sad),Kishore Kumar,R. D. Burman
1979,Hamare Tumhare,Jadu Daar Gayo Re Mope,Kishore Kumar,R. D. Burman
1979,Hamare Tumhare,Aa Ha Haa Naino Ke Who,Kishore Kumar,R. D. Burman
1979,Hamare Tumhare,Achha Chalo Ji Baba Maaf Kar Do,"Kishore Kumar,Usha Mangeshkar",R. D. Burman
1979,Hamare Tumhare,Kuchh Tum Karo Kuchh Hum Karen,"Kishore Kumar,Lata Mangeshkar",R. D. Burman
